track_id,title,artist,total_artist_pop,total_track_pop,era
1076017,Ball For Me,Post Malone,2275.584454085,12.996750030000001,10
1076017,Ball For Me,Nicki Minaj,2667.072226268,12.996750030000001,10
1071720,Call Out My Name,The Weeknd,2492.237448241,28.211348674,10
1086253,Emotionless,Drake,5690.765479112,8.096328711,10
1086461,Can't Take A Joke,Drake,5690.765479112,4.59217242,10
1086425,Elevate,Drake,5690.765479112,5.631336688,10
1086300,Blue Tint,Drake,5690.765479112,2.014276428,10
1086266,8 Out Of 10,Drake,5690.765479112,3.407491475,10
1086214,Talk Up,Drake,5690.765479112,3.633792845,10
1086303,Sandra's Rose,Drake,5690.765479112,2.298241792,10
1086311,Summer Games,Drake,5690.765479112,2.14241555,10
1086459,Jaded,Drake,5690.765479112,1.6094667729999999,10
1086319,That's How You Feel,Drake,5690.765479112,1.112877217,10
1086854,Survival,Drake,5690.765479112,4.2156738559999996,10
1086859,Is There More,Drake,5690.765479112,1.160290626,10
1064043,Walk It Talk It,Drake,5690.765479112,73.484370519,10
